feature_name,importance,cumulative_importance
TCF4_6925,0.0249213897731137,0.0249213897731137
TCTN1_79600,0.020873449797835484,0.04579483957094918
ARHGAP26_23092,0.018116713400376443,0.06391155297132563
FLVCR1-DT_642946,0.01641706656287714,0.08032861953420277
ENPEP_2028,0.015517973418267165,0.09584659295246993
LINC00626_79100,0.014678230711683133,0.11052482366415306
AKR1B15_441282,0.014187793235833893,0.12471261689998696
YIF1A_10897,0.012721994067204022,0.13743461096719098
ANAPC4_29945,0.012073205739221708,0.1495078167064127
FNTB_2342,0.01154317997719176,0.16105099668360445
HAUS3_79441,0.0112318101854502,0.17228280686905464
ABAT_18,0.01105434859989829,0.18333715546895293
SRPRB_58477,0.011022665455886373,0.1943598209248393
HDLBP_3069,0.010792056731214594,0.2051518776560539
EPHB1_2047,0.010708567678430186,0.21586044533448406
CPM_1368,0.010543565278294621,0.22640401061277868
TRIM43_129868,0.010058184473639709,0.2364621950864184
ZNF248_57209,0.009765131724062018,0.2462273268104804
TIGD2_166815,0.009747872745622357,0.25597519955610276
C6orf62_81688,0.009678371800981666,0.26565357135708445
DCAF8L2_347442,0.009610474355972993,0.27526404571305746
CKAP4_10970,0.00838328431097799,0.28364733002403547
AURKC_6795,0.007670861702993057,0.29131819172702855
PTPRR_5801,0.007669304361022389,0.2989874960880509
CD2AP_23607,0.007345364310698594,0.3063328603987495
COL6A1_1291,0.007304039078367755,0.31363689947711726
CCDC28B_79140,0.007189724737238992,0.32082662421435626
LOX_4015,0.007058380865638243,0.3278850050799945
SH2D2A_9047,0.0070474011747457465,0.33493240625474024
AP1G2_8906,0.007044532741064751,0.341976938995805
AFF2_2334,0.007036232223817655,0.34901317121962266
PCDH18_54510,0.006972050691296768,0.3559852219109194
CTSH_1512,0.00687002222836373,0.36285524413928316
VN1R1_57191,0.00685503062317215,0.3697102747624553
PCDHGA4_56111,0.006828799326527463,0.3765390740889828
TM6SF2_53345,0.0067595097990076555,0.38329858388799043
QSOX2_169714,0.006614302947423365,0.3899128868354138
MAN1B1_11253,0.006558683335173152,0.396471570170587
NTN3_4917,0.0065507922641948125,0.4030223624347818
HBG1_3047,0.006541282286182396,0.4095636447209642
INTS5_80789,0.006525920274101089,0.4160895649950653
LIPT2_387787,0.0065030246447723835,0.42259258963983765
KISS1_3814,0.006492948857124571,0.42908553849696224
TBX20_57057,0.006490157218602902,0.43557569571556515
VWF_7450,0.006475056276085652,0.4420507519916508
ZFPM1_161882,0.006421604277560301,0.44847235626921106
SPIN2A_54466,0.006370210845017704,0.45484256711422877
AFTPH_54812,0.006120534337679963,0.4609631014519087
ZMAT4_79698,0.0060167763951075315,0.4669798778470162
TMEM121_80757,0.006013816593882193,0.4729936944408984
CPT1C_126129,0.005987911770490412,0.4789816062113888
SYNDIG1_79953,0.005969559295544652,0.48495116550693346
C11orf24_53838,0.005794566069305841,0.4907457315762393
ZSCAN31_64288,0.005757906222126933,0.4965036377983662
TFRC_7037,0.005739385909336246,0.5022430237077025
CASP6_839,0.005711208737742224,0.5079542324454447
PLSCR3_57048,0.0056773045138487615,0.5136315369592934
BGN_633,0.005648206056967606,0.519279743016261
SIGLEC11_114132,0.005639673648713831,0.5249194166649749
B3GNT2___B4GAT1_11041,0.0056337507956899366,0.5305531674606648
RHBDL2_54933,0.0055830668828945945,0.5361362343435594
BSN_8927,0.005576579050699,0.5417128133942584
CD36_948,0.005568851886583752,0.5472816652808421
UTP18_51096,0.005556542426455686,0.5528382077072977
ZNF474_133923,0.005536770116884559,0.5583749778241823
LOC285074_285074,0.005530704957751674,0.563905682781934
IKBKB_3551,0.00551461154202625,0.5694202943239602
GARS1_2617,0.005511009633705665,0.5749313039576659
MAGEA1_4100,0.0055038067202872335,0.5804351106779532
SLC25A30_253512,0.005481559686046405,0.5859166703639995
PCED1B_91523,0.005446273200140069,0.5913629435641395
KCNJ6_3763,0.0054437838809404445,0.59680672744508
USPL1_10208,0.005440431231665837,0.6022471586767458
