feature_name,importance,cumulative_importance
SFXN2_118980,0.040651474305188125,0.040651474305188125
VAC14_55697,0.02727276388837325,0.06792423819356137
FAM117A_81558,0.022690472659787117,0.09061471085334849
LOC729234_729234,0.021507862913700722,0.1121225737670492
TNFSF14_8740,0.02117504966446734,0.13329762343151655
ATPAF1_64756,0.020750249518285288,0.15404787294980182
LOC113230_113230,0.01650918878542858,0.17055706173523041
PEX5_5830,0.014958521760651202,0.18551558349588163
EBAG9_9166,0.014153328152343965,0.1996689116482256
VSTM2A_222008,0.014001406494478298,0.21367031814270387
MEGF9_1955,0.012700304941570581,0.22637062308427447
RALGPS1_9649,0.011657976002511197,0.23802859908678567
HUS1_3364,0.011159515890540922,0.2491881149773266
LOC90784_90784,0.010747476843877777,0.25993559182120435
PRSS38_339501,0.010657093537678826,0.2705926853588832
SLC35F3_148641,0.010594661413806288,0.2811873467726895
F2R_2149,0.01027723241044522,0.2914645791831347
LOC90110_90110,0.009762444526456594,0.30122702370959126
GTF2H4_2968,0.009699125937594616,0.3109261496471859
PFKFB3_5209,0.009575098076385454,0.32050124772357136
MEDAG_84935,0.009461691884805296,0.32996293960837664
TMEM38A_79041,0.00944545427610129,0.3394083938844779
LAMB1_3912,0.009260839827983468,0.3486692337124614
MN1_4330,0.008887545611295993,0.3575567793237574
TMEM268_203197,0.008881910756844276,0.3664386900806017
LAMTOR4_389541,0.008836073017013564,0.37527476309761526
RHOBTB1_9886,0.008800220201916287,0.38407498329953155
TTF1_7270,0.008793027194534014,0.39286801049406556
CLHC1_130162,0.008577815020279132,0.4014458255143447
NOCT_25819,0.008576699796143344,0.41002252531048805
KSR2_283455,0.008524605401474974,0.41854713071196303
GINS3_64785,0.008449086335518576,0.4269962170474816
MB21D2_151963,0.00832313773486849,0.43531935478235007
CLEC2L_154790,0.007931444181301607,0.44325079896365166
CCM2_83605,0.007911310453597298,0.45116210941724894
DKK1_22943,0.007827048076420103,0.45898915749366903
TPTE2P1_646405,0.007778794145555018,0.466767951639224
ILDR1_286676,0.007637073565097829,0.4744050252043219
FAM13C_220965,0.007211466544088189,0.48161649174841004
RTKN_6242,0.00702025835296665,0.4886367501013767
RIOK1_83732,0.006849080088048624,0.4954858301894253
DIP2C_22982,0.0068058678179086195,0.502291698007334
SORBS1_10580,0.006798303085779223,0.5090900010931132
SECISBP2L_9728,0.006772772913695588,0.5158627740068088
CD70_970,0.006758359834808295,0.5226211338416171
MMD_23531,0.006659960182551989,0.5292810940241691
LINC00293_497634,0.00637707206525597,0.5356581660894251
ITGA5_3678,0.0062116101139484,0.5418697762033735
SPDEF_25803,0.006136696031829349,0.5480064722352028
CCDC191_57577,0.00591508482967664,0.5539215570648794
MMRN1_22915,0.005882024531292506,0.5598035815961719
DHDDS_79947,0.005766038465736348,0.5655696200619083
DCANP1_140947,0.005648416927620166,0.5712180369895284
CNTN3_5067,0.0056396104337853884,0.5768576474233138
DLX2_1746,0.00562108324079283,0.5824787306641066
MCUB_55013,0.005572453801424142,0.5880511844655307
HMGA2_8091,0.005544968267636834,0.5935961527331676
ATP2A3_489,0.005467884790029207,0.5990640375231968
ACBD4_79777,0.005443093877327796,0.6045071314005246
LOC541473_541473,0.0054030718164092325,0.6099102032169338
C1QTNF9_338872,0.005269232887056807,0.6151794361039906
RAB32_10981,0.005242992014818287,0.6204224281188089
ORMDL3_94103,0.005213483339723687,0.6256359114585326
SAAL1_113174,0.005192006013310976,0.6308279174718435
PTPN20_26095,0.005178600521130017,0.6360065179929736
RASL12_51285,0.0051733270518342245,0.6411798450448079
DDX23_9416,0.005116466835251974,0.6462963118800599
GPC6_10082,0.005103882188590207,0.6514001940686501
ZNF394_84124,0.0050966914330165146,0.6564968855016666
OR51E1_143503,0.005091649232104243,0.6615885347337709
RWDD3_25950,0.005063255467096753,0.6666517902008676
STX2_2054,0.005043426602090666,0.6716952168029583
LINGO2_158038,0.005042705437119469,0.6767379222400778
PDGFB_5155,0.005040658636442644,0.6817785808765204
NGFR_4804,0.00503417653784888,0.6868127574143693
SLCO1B3_28234,0.005003432547323943,0.6918161899616933
GAS2L2_246176,0.00495818852932159,0.6967743784910149
ERMN_57471,0.004927260656524905,0.7017016391475398
SLC13A4_26266,0.0049107296903125736,0.7066123688378524
SLC25A4_291,0.004854229822001545,0.711466598659854
ARIH2OS_646450,0.004836913810723841,0.7163035124705778
PTEN_5728,0.00482981005654611,0.7211333225271239
UGT2B11_10720,0.004790679711484735,0.7259240022386086
ICAM1_3383,0.004774854185576042,0.7306988564241846
TACC3_10460,0.004758520763123314,0.735457377187308
GCDH_2639,0.004727617248427737,0.7401849944357357
C6orf132_647024,0.004711831938512772,0.7448968263742485
GPR160_26996,0.004665402856998116,0.7495622292312466
SIGLEC17P_284367,0.004653966052812905,0.7542161952840595
BRF1_2972,0.004639516661827054,0.7588557119458865
ASS1_445,0.00455869863393727,0.7634144105798238
APOBEC3C_27350,0.004554573145445481,0.7679689837252693
OSBP2_23762,0.004547600229102126,0.7725165839543715
CYB561D2_11068,0.004543069560465014,0.7770596535148365
ANKRD7_56311,0.004462822548983565,0.7815224760638201
ITIH3_3699,0.0044557012610164475,0.7859781773248365
CXXC4_80319,0.004419465220758904,0.7903976425455954
BLVRA_644,0.004406067737010096,0.7948037102826055
GOLGB1_2804,0.004386084838981864,0.7991897951215874
GNPNAT1_64841,0.004381221495555052,0.8035710166171425
ANAPC4_29945,0.004322108355856909,0.8078931249729994
WDR4_10785,0.004320209319365662,0.812213334292365
STAC3_246329,0.004305927237617493,0.8165192615299824
ZNF200_7752,0.004297327851123849,0.8208165893811062
GAPDH_2597,0.004257205322647353,0.8250737947037536
FAAH_2166,0.00424614153970649,0.8293199362434601
IDI1_3422,0.004183735347872549,0.8335036715913327
SF3A1_10291,0.004160848032501879,0.8376645196238345
H2BC13_8340,0.004151640090377467,0.841816159714212
NID2_22795,0.004126522518160846,0.8459426822323728
SLC25A42_284439,0.004121353066420426,0.8500640352987933
PEX1_5189,0.004117127729919863,0.8541811630287132
HORMAD1_84072,0.004095906881969824,0.858277069910683
GATC_283459,0.004088265641630696,0.8623653355523136
GSTM5_2949,0.004041935464432567,0.8664072710167462
GTDC1_79712,0.004033411887841225,0.8704406829045874
ZSCAN9_7746,0.0040090393106455525,0.874449722215233
SEC14L4_284904,0.004003620835992079,0.878453343051225
DGUOK_1716,0.0039906074139302436,0.8824439504651552
ADRB1_153,0.003945270692920655,0.8863892211580758
HMGCLL1_54511,0.003921578699873281,0.8903107998579491
TMEM65_157378,0.00391915948982124,0.8942299593477704
ODF2L_57489,0.003916641275674821,0.8981466006234452
LOC284276_284276,0.0039008920316484274,0.9020474926550937
GABPB1-IT1_55056,0.003858818325267625,0.9059063109803612
GAS2_2620,0.003845899726094288,0.9097522107064555
CACNA1I_8911,0.0038182922843812877,0.9135705029908368
TRPV1_7442,0.0038026251226506973,0.9173731281134875
C3_718,0.003775396568563638,0.9211485246820511
IMPG1_3617,0.0037552821450153274,0.9249038068270664
MICAL3_57553,0.0037479102905170524,0.9286517171175834
HES6_55502,0.003705676610799011,0.9323573937283824
RIC3_79608,0.0036858868460607256,0.9360432805744432
RFC1_5981,0.0036675766418386014,0.9397108572162818
LOC283663_283663,0.003658273788776063,0.9433691310050578
KCNJ14_3770,0.003592559510977997,0.9469616905160358
LRRC3_81543,0.0035872081526921768,0.950548898668728
MC1R_4157,0.0035726909971794084,0.9541215896659074
ABT1_29777,0.003490518901019847,0.9576121085669272
BLOC1S6_26258,0.003466382617982383,0.9610784911849096
TMEM251_26175,0.0034632256944127013,0.9645417168793223
PDK2_5164,0.00344735594829317,0.9679890728276155
RFXANK_8625,0.0034130991512041223,0.9714021719788196
SYNPO2L_79933,0.0034130821552962043,0.9748152541341158
NOG_9241,0.003345191292032751,0.9781604454261486
FAN1_22909,0.0033366346217469714,0.9814970800478955
GAL3ST1_9514,0.003236642533689021,0.9847337225815845
GNG2_54331,0.0032317680128834915,0.987965490594468
TMEM198_130612,0.0032010905703482376,0.9911665811648163
ZNF77_58492,0.0029502943298185835,0.9941168754946349
DUSP26_78986,0.002949531569580319,0.9970664070642152
MMP27_64066,0.002933592935784688,0.9999999999999999
