feature_name,importance,cumulative_importance
INTS14_81556,0.005050320719536315,0.9287238171266671
LVRN_206338,0.004953783827967846,0.9336776009546349
TNFAIP8_25816,0.004898557929091932,0.9385761588837268
ATP6V1E2_90423,0.004837469870340083,0.9434136287540669
STIM2_57620,0.0047984857373899415,0.9482121144914568
MMP7_4316,0.00466296852364903,0.9528750830151058
OR2A7_401427,0.004632811340233388,0.9575078943553392
ECM1_1893,0.004627475510395031,0.9621353698657342
GLP1R_2740,0.004604872608772102,0.9667402424745063
LEF1_51176,0.004421153115147655,0.971161395589654
TMEM80_283232,0.004401461859289287,0.9755628574489432
IL1R2_7850,0.004251197659704477,0.9798140551086477
ABAT_18,0.004229168499631069,0.9840432236082788
LGR5_8549,0.004151769016393236,0.988194992624672
ABHD15_116236,0.004145647717045656,0.9923406403417177
