feature_name,importance,cumulative_importance
MFSD4B_91749,0.035007496652276746,0.035007496652276746
FKBP1AP1_2282,0.030332964052964394,0.06534046070524113
SUPT6H_6830,0.028007212409225032,0.09334767311446616
TBC1D2_55357,0.026723216628592394,0.12007088974305856
ZNF627_199692,0.023057094513365795,0.14312798425642437
DLX1_1745,0.021154194941392465,0.16428217919781685
TMED7-TICAM2_100302736,0.020209733778302496,0.18449191297611933
LOC100130331_100130331,0.018895117018343007,0.20338702999446234
MAT1A_4143,0.015733483339122865,0.2191205133335852
SLC35E2A_9906,0.0156338813657533,0.2347543946993385
AGA_175,0.015242745126454555,0.24999713982579305
MAP2K7_5609,0.015126573496717935,0.265123713322511
RAB5C_5878,0.01348042650037161,0.2786041398228826
PGK1_5230,0.012995006889056564,0.2915991467119392
GGCX_2677,0.012574926087634159,0.30417407279957337
CCND2_894,0.01179148068413837,0.31596555348371175
SRPRA_6734,0.011588565252404051,0.3275541187361158
ALDH5A1_7915,0.009959418650207552,0.33751353738632334
ZDHHC5_25921,0.009700270727731206,0.34721380811405456
INCA1_388324,0.00951561786393526,0.35672942597798984
CXorf56_63932,0.009451446851524405,0.3661808728295142
ZNF266_10781,0.009346921521485963,0.3755277943510002
APCDD1_147495,0.00906765150238393,0.3845954458533841
IRF2BPL_64207,0.009035464082044212,0.3936309099354283
KRT20_54474,0.009026825637815676,0.40265773557324397
OR1F1_4992,0.008946114020807514,0.4116038495940515
CNOT11_55571,0.00880053013594527,0.4204043797299968
ATP6V0E1_8992,0.008727474627425773,0.42913185435742257
KMT2E-AS1_100216545,0.008717039859784071,0.43784889421720663
KLK3_354,0.008511538173155992,0.4463604323903626
GAL3ST1_9514,0.00841837175492834,0.4547788041452909
FKBP1A_2280,0.008392782197224535,0.4631715863425155
CARM1_10498,0.008336089530818245,0.47150767587333375
TYK2_7297,0.008319281218114608,0.47982695709144835
OS9_10956,0.008209627232909985,0.4880365843243583
OPRK1_4986,0.008147980821133886,0.4961845651454922
WDR47_22911,0.008086471630832348,0.5042710367763246
S100A3_6274,0.008019114652613575,0.5122901514289382
SNHG20_654434,0.007995696821515675,0.5202858482504539
NRTN_4902,0.007970115891500883,0.5282559641419547
ZNF841_284371,0.007892975123087797,0.5361489392650426
HSP90B3P_343477,0.007773135902310199,0.5439220751673528
BIVM_54841,0.007746631761983421,0.5516687069293362
NDUFS7_374291,0.0077124931074298506,0.5593812000367661
PDGFB_5155,0.007636236912528779,0.5670174369492949
ZNF558_148156,0.007565437733338267,0.5745828746826331
DNAJA3_9093,0.007520715817010702,0.5821035904996439
ANKRD29_147463,0.007480918249458651,0.5895845087491025
XAB2_56949,0.007466847260742508,0.597051356009845
LGR6_59352,0.007399412841289078,0.6044507688511341
SDF2_6388,0.007392056652419721,0.6118428255035538
TBCEL_219899,0.007327877218734855,0.6191707027222887
FKBP15_23307,0.007263770054554175,0.6264344727768428
NFE2L1_4779,0.007259246179971234,0.633693718956814
BCAM_4059,0.007254662804408666,0.6409483817612227
RGS20_8601,0.0072530165054465615,0.6482013982666692
PLIN1_5346,0.007225777850025719,0.655427176116695
PIGS_94005,0.007153682566280961,0.662580858682976
PRX_57716,0.007111454197814865,0.6696923128807909
GUSBP4_375513,0.007084774133093743,0.6767770870138846
SPINK6_404203,0.00704556352747349,0.6838226505413582
LRWD1_222229,0.007029117965487164,0.6908517685068454
SDCBP_6386,0.00702722162924079,0.6978789901360861
TXNDC9_10190,0.006982209456620219,0.7048611995927063
EXOSC9_5393,0.0069200799411731915,0.7117812795338795
RHOF_54509,0.006876671332792316,0.7186579508666718
FAM151A_338094,0.006838681310392707,0.7254966321770645
SLC48A1_55652,0.006774602297560906,0.7322712344746254
PSRC1_84722,0.006697949235835653,0.738969183710461
NOP9_161424,0.006676385447804292,0.7456455691582653
CDHR2_54825,0.0066721337331862645,0.7523177028914516
RAPGEF5_9771,0.006652539652882455,0.7589702425443341
RFTN2_130132,0.006638230142339107,0.7656084726866732
TUT4_23318,0.006636671546667234,0.7722451442333405
C17orf99_100141515,0.0066153520334087485,0.7788604962667492
CCT2_10576,0.006562501510405273,0.7854229977771545
TBC1D25_4943,0.006486185432966809,0.7919091832101214
CCDC158_339965,0.00647070510588484,0.7983798883160063
KIF5A_3798,0.006466278797250507,0.8048461671132567
LEKR1_389170,0.0064510525529217115,0.8112972196661784
CKB_1152,0.006413896323324399,0.8177111159895029
PDCD10_11235,0.006407222044063403,0.8241183380335663
VSIG4_11326,0.006386198008854175,0.8305045360424205
SCARNA9L_100158262,0.006378212509099161,0.8368827485515197
SLC17A7_57030,0.006330441919114964,0.8432131904706346
SYT14_255928,0.006328233035171438,0.8495414235058061
PRSS35_167681,0.006294313486844939,0.855835736992651
SNHG12_85028,0.006289363330986554,0.8621251003236375
HYOU1_10525,0.006247465098051185,0.8683725654216887
S1PR5_53637,0.006230826023024774,0.8746033914447136
CMC4_100272147,0.006228437500453874,0.8808318289451674
HCG2P7_80867,0.006170773188447208,0.8870026021336146
PHOX2B_8929,0.006138236261443328,0.8931408383950579
ZNF16_7564,0.006113225172067103,0.899254063567125
DKK1_22943,0.006101135095644537,0.9053551986627696
RBM18_92400,0.006065813761550754,0.9114210124243204
RPS2P32_256355,0.006060494056798624,0.917481506481119
SPHK1_8877,0.006015598587593964,0.923497105068713
HBEGF_1839,0.00581071176280603,0.929307816831519
KDELR1_10945,0.005803255184567517,0.9351110720160865
KLRA1P_10748,0.005774592590023224,0.9408856646061097
SRSF8_10929,0.005701838009212385,0.9465875026153221
PDIA3P1_171423,0.00566593445125329,0.9522534370665754
PIK3C2B_5287,0.005654052990380451,0.9579074900569559
AWAT2_158835,0.0055735127998933895,0.9634810028568492
INTS14_81556,0.005542961128351259,0.9690239639852005
RAB40C_57799,0.005490837699539601,0.9745148016847401
TAF15_8148,0.00541646080654599,0.9799312624912861
HULC_728655,0.005344946997023108,0.9852762094883093
HRG_3273,0.0051717227010960164,0.9904479321894053
SHLD2P1_414241,0.004804401093740154,0.9952523332831454
GJD4_219770,0.004747666716855225,1.0000000000000007
